Age,Gender,Income Level,Location,Purchase Frequency,Avg Spend (INR),Product Category,Quantity Purchased,Previous Channel,Loyalty Membership,Payment Method,Discounts Used,Time of Purchase,Seasonality,Proximity to Store (km),Delivery Time (days),Device Ownership,Internet Access,Tech Savviness,Trust Level,Current Promotions,Channel Preference
27,Female,High,Rural,15,478,Groceries,5,Offline,TRUE,UPI,FALSE,Afternoon,Cyber Monday,15,4,FALSE,TRUE,Medium,Medium,Online Only,Online
40,Male,High,Suburban,3,460,Home Appliances,5,Offline,FALSE,UPI,FALSE,Evening,Black Friday,12,7,FALSE,FALSE,Medium,High,Offline Only,Offline
52,Male,Low,Suburban,20,934,Groceries,5,Online,TRUE,Digital Wallet,FALSE,Evening,Regular,13,1,TRUE,TRUE,High,High,Offline Only,Online
37,Male,Low,Rural,5,896,Home Appliances,8,Offline,TRUE,UPI,FALSE,Evening,Black Friday,11,5,FALSE,TRUE,Medium,High,Online Only,Offline
33,Male,Medium,Suburban,6,405,Fashion,4,Online,FALSE,Credit Card,TRUE,Evening,Summer Sale,13,5,FALSE,FALSE,Low,Medium,Offline Only,Offline
49,Female,Low,Suburban,6,911,Electronics,9,Online,FALSE,Credit Card,TRUE,Afternoon,Summer Sale,1,7,TRUE,FALSE,Low,Low,Online Only,Online
28,Female,Low,Rural,17,128,Groceries,2,Offline,FALSE,Digital Wallet,FALSE,Evening,Holiday Weekend,14,5,TRUE,TRUE,Medium,Low,Offline Only,Offline
39,Male,Medium,Urban,17,752,Beauty Products,1,Online,FALSE,UPI,TRUE,Evening,Cyber Monday,15,2,TRUE,FALSE,Medium,Low,Offline Only,Offline
28,Female,High,Suburban,19,244,Electronics,3,Online,FALSE,UPI,TRUE,Afternoon,Holiday Weekend,1,1,TRUE,TRUE,Low,Low,Online Only,Online
34,Female,Low,Suburban,4,111,Home Appliances,8,Online,TRUE,UPI,TRUE,Evening,Regular,4,5,TRUE,FALSE,Low,Low,Offline Only,Online
19,Male,Medium,Urban,3,524,Beauty Products,4,Offline,FALSE,Credit Card,FALSE,Evening,Black Friday,1,2,FALSE,TRUE,High,High,Online Only,Online
29,Male,High,Suburban,6,520,Beauty Products,3,Offline,FALSE,Credit Card,FALSE,Morning,New Year Sale,14,1,FALSE,FALSE,Medium,High,Offline Only,Online
42,Male,Medium,Urban,18,896,Home Appliances,2,Offline,TRUE,UPI,TRUE,Morning,Regular,9,4,FALSE,TRUE,Medium,High,Offline Only,Online
25,Female,Low,Suburban,6,876,Home Appliances,1,Online,FALSE,Credit Card,FALSE,Afternoon,Summer Sale,8,8,FALSE,TRUE,Medium,Medium,Online Only,Offline
19,Male,Medium,Rural,12,309,Home Appliances,5,Offline,FALSE,Debit Card,TRUE,Afternoon,Cyber Monday,3,2,TRUE,FALSE,Medium,High,Online Only,Online
21,Female,Low,Urban,7,799,Electronics,1,Offline,TRUE,Cash,FALSE,Morning,Regular,14,3,TRUE,TRUE,Low,High,Online Only,Online
30,Male,High,Rural,4,540,Fashion,4,Offline,FALSE,Debit Card,FALSE,Afternoon,Cyber Monday,11,8,FALSE,TRUE,Low,High,Offline Only,Online
41,Female,Medium,Urban,13,506,Electronics,1,Online,FALSE,UPI,TRUE,Afternoon,New Year Sale,3,4,FALSE,TRUE,High,Low,Offline Only,Online
20,Male,Low,Suburban,6,529,Groceries,9,Online,TRUE,Debit Card,FALSE,Afternoon,Regular,13,1,TRUE,TRUE,High,Low,Online Only,Online
33,Male,High,Urban,9,346,Groceries,7,Offline,TRUE,Cash,TRUE,Afternoon,Regular,2,6,TRUE,TRUE,Low,Medium,Offline Only,Online
35,Male,High,Rural,18,610,Fashion,10,Online,FALSE,Credit Card,TRUE,Evening,Cyber Monday,6,7,FALSE,FALSE,Medium,Low,Offline Only,Online
39,Male,High,Rural,20,475,Fashion,1,Online,FALSE,Credit Card,TRUE,Afternoon,Cyber Monday,2,8,FALSE,FALSE,Low,Low,Online Only,Online
19,Female,High,Urban,15,479,Electronics,7,Online,FALSE,Credit Card,TRUE,Morning,Black Friday,6,8,FALSE,TRUE,Low,Medium,Offline Only,Offline
19,Female,High,Suburban,15,749,Beauty Products,4,Online,FALSE,Digital Wallet,TRUE,Afternoon,Black Friday,9,6,FALSE,FALSE,Medium,High,Online Only,Online
30,Male,High,Urban,6,926,Furniture,9,Online,TRUE,Cash,FALSE,Evening,Black Friday,5,2,FALSE,TRUE,Medium,High,Offline Only,Online
34,Male,High,Urban,4,402,Beauty Products,5,Offline,TRUE,Credit Card,TRUE,Evening,New Year Sale,8,4,TRUE,TRUE,Low,Medium,Online Only,Online
38,Male,High,Urban,4,885,Furniture,5,Online,FALSE,Digital Wallet,TRUE,Evening,Regular,3,5,FALSE,FALSE,Low,Low,Offline Only,Offline
26,Female,Low,Urban,3,843,Electronics,8,Offline,TRUE,Cash,FALSE,Afternoon,New Year Sale,5,5,TRUE,TRUE,Medium,Low,Online Only,Offline
42,Male,High,Urban,16,421,Fashion,9,Online,TRUE,Debit Card,TRUE,Evening,Summer Sale,8,2,TRUE,FALSE,Medium,Medium,Offline Only,Offline
38,Male,Low,Rural,6,844,Beauty Products,4,Online,TRUE,Cash,TRUE,Afternoon,Holiday Weekend,1,5,TRUE,FALSE,Low,Medium,Offline Only,Online
31,Male,High,Suburban,18,373,Beauty Products,10,Offline,FALSE,Cash,FALSE,Morning,Regular,2,8,TRUE,FALSE,Medium,Medium,Offline Only,Offline
45,Female,Low,Urban,6,571,Electronics,6,Online,TRUE,Cash,TRUE,Evening,New Year Sale,13,5,TRUE,FALSE,High,Low,Online Only,Offline
27,Male,High,Suburban,4,430,Electronics,4,Online,FALSE,UPI,TRUE,Afternoon,Holiday Weekend,3,6,TRUE,TRUE,Medium,High,Offline Only,Online
41,Female,Medium,Suburban,15,955,Home Appliances,2,Online,FALSE,Digital Wallet,FALSE,Afternoon,New Year Sale,1,3,FALSE,FALSE,Low,Medium,Online Only,Online
51,Female,Low,Rural,4,301,Fashion,5,Offline,FALSE,UPI,FALSE,Morning,Black Friday,7,8,FALSE,FALSE,Medium,High,Online Only,Online
42,Female,Low,Rural,17,441,Groceries,3,Offline,TRUE,UPI,TRUE,Morning,Black Friday,2,7,FALSE,TRUE,Low,Medium,Offline Only,Offline
37,Female,Medium,Suburban,13,270,Home Appliances,8,Offline,FALSE,Digital Wallet,TRUE,Afternoon,Regular,3,5,TRUE,FALSE,Low,Low,Offline Only,Offline
50,Male,Low,Suburban,16,952,Home Appliances,2,Offline,FALSE,UPI,FALSE,Evening,Holiday Weekend,8,3,TRUE,TRUE,Low,Low,Online Only,Offline
31,Male,Medium,Rural,16,783,Electronics,3,Offline,TRUE,Debit Card,TRUE,Morning,Cyber Monday,3,7,TRUE,FALSE,Medium,Low,Offline Only,Online
50,Female,Medium,Suburban,3,891,Groceries,1,Offline,FALSE,Digital Wallet,TRUE,Morning,Regular,10,4,TRUE,TRUE,High,Low,Offline Only,Online
48,Male,Medium,Rural,5,736,Groceries,10,Offline,TRUE,Debit Card,TRUE,Evening,Regular,6,7,TRUE,TRUE,Low,Low,Offline Only,Online
28,Male,High,Suburban,11,603,Groceries,3,Offline,FALSE,Credit Card,TRUE,Morning,Black Friday,1,5,FALSE,FALSE,Low,Low,Online Only,Online
51,Male,High,Suburban,15,345,Groceries,5,Online,FALSE,Credit Card,FALSE,Evening,Cyber Monday,2,4,TRUE,FALSE,Medium,Medium,Online Only,Offline
30,Female,High,Rural,3,361,Beauty Products,1,Offline,FALSE,Digital Wallet,FALSE,Evening,New Year Sale,7,3,FALSE,TRUE,Medium,High,Online Only,Online
36,Female,Medium,Suburban,6,241,Home Appliances,2,Online,FALSE,Digital Wallet,TRUE,Evening,Cyber Monday,8,8,TRUE,TRUE,High,High,Online Only,Online
49,Male,Low,Rural,20,820,Groceries,4,Online,TRUE,Debit Card,FALSE,Afternoon,New Year Sale,9,5,TRUE,FALSE,Low,Low,Offline Only,Offline
47,Female,Low,Urban,13,635,Fashion,9,Online,TRUE,Cash,FALSE,Afternoon,Black Friday,1,2,TRUE,TRUE,Low,Low,Offline Only,Online
37,Female,Low,Rural,4,997,Home Appliances,5,Offline,FALSE,Digital Wallet,TRUE,Afternoon,New Year Sale,13,2,TRUE,TRUE,High,High,Online Only,Online
42,Male,Low,Rural,8,190,Fashion,4,Online,TRUE,UPI,TRUE,Evening,Cyber Monday,12,3,FALSE,TRUE,High,High,Offline Only,Offline
49,Male,Low,Urban,20,699,Beauty Products,4,Offline,FALSE,Credit Card,TRUE,Afternoon,Holiday Weekend,9,3,FALSE,FALSE,Medium,Medium,Online Only,Online
22,Male,Low,Suburban,20,561,Electronics,8,Online,FALSE,Cash,FALSE,Evening,Cyber Monday,13,2,TRUE,TRUE,Low,Medium,Online Only,Online
18,Female,High,Rural,18,332,Furniture,3,Offline,FALSE,Debit Card,TRUE,Afternoon,Regular,14,2,TRUE,TRUE,Low,Low,Offline Only,Offline
36,Male,High,Suburban,4,420,Groceries,9,Online,TRUE,Debit Card,TRUE,Morning,Regular,11,4,TRUE,TRUE,Low,Medium,Online Only,Online
49,Female,High,Suburban,6,891,Fashion,1,Online,FALSE,Cash,FALSE,Evening,Cyber Monday,4,8,TRUE,FALSE,High,Low,Online Only,Online
21,Female,Low,Suburban,6,295,Fashion,3,Online,FALSE,UPI,FALSE,Evening,New Year Sale,6,5,FALSE,FALSE,High,High,Online Only,Online
27,Male,Medium,Suburban,18,747,Furniture,8,Online,TRUE,Debit Card,FALSE,Evening,Cyber Monday,2,7,TRUE,FALSE,Medium,Medium,Offline Only,Offline
31,Male,High,Urban,12,421,Electronics,4,Offline,FALSE,Debit Card,TRUE,Morning,Summer Sale,14,2,TRUE,FALSE,High,Medium,Offline Only,Offline
38,Male,Low,Suburban,5,372,Groceries,4,Offline,TRUE,UPI,TRUE,Afternoon,Regular,5,6,FALSE,FALSE,Medium,High,Online Only,Online
48,Male,High,Suburban,18,559,Home Appliances,9,Online,FALSE,Digital Wallet,FALSE,Morning,Cyber Monday,7,6,TRUE,FALSE,Low,Low,Online Only,Offline
51,Male,High,Urban,4,933,Beauty Products,9,Offline,FALSE,Credit Card,TRUE,Morning,Summer Sale,2,8,TRUE,TRUE,High,High,Offline Only,Offline
33,Male,Low,Rural,6,311,Fashion,6,Offline,FALSE,Debit Card,FALSE,Morning,Summer Sale,7,2,FALSE,FALSE,Low,Medium,Offline Only,Online
20,Female,Low,Urban,20,755,Groceries,2,Offline,FALSE,Credit Card,TRUE,Afternoon,Regular,12,6,TRUE,FALSE,Low,Low,Offline Only,Online
32,Male,Low,Urban,19,277,Groceries,1,Online,TRUE,UPI,TRUE,Afternoon,New Year Sale,9,6,TRUE,TRUE,Medium,High,Offline Only,Online
30,Female,High,Urban,17,263,Groceries,7,Offline,TRUE,Cash,FALSE,Morning,Regular,1,5,TRUE,TRUE,High,Medium,Offline Only,Offline
21,Female,High,Urban,3,663,Fashion,9,Online,FALSE,Digital Wallet,TRUE,Afternoon,Holiday Weekend,11,7,FALSE,TRUE,High,Medium,Online Only,Online
44,Female,Medium,Suburban,13,781,Electronics,1,Online,FALSE,Digital Wallet,TRUE,Afternoon,Summer Sale,13,6,FALSE,FALSE,Medium,Medium,Offline Only,Online
28,Male,Medium,Suburban,12,148,Furniture,9,Online,TRUE,Cash,FALSE,Afternoon,New Year Sale,15,3,FALSE,TRUE,High,High,Online Only,Online
51,Male,Low,Urban,18,715,Home Appliances,10,Offline,FALSE,Digital Wallet,TRUE,Morning,Regular,10,2,FALSE,TRUE,Low,Medium,Online Only,Offline
27,Female,High,Suburban,8,960,Furniture,5,Offline,TRUE,Debit Card,TRUE,Afternoon,New Year Sale,2,7,FALSE,TRUE,Low,Medium,Offline Only,Offline
50,Male,High,Urban,7,258,Fashion,8,Online,FALSE,Cash,TRUE,Evening,Holiday Weekend,11,5,FALSE,FALSE,Low,High,Online Only,Online
25,Female,High,Rural,14,493,Groceries,8,Online,TRUE,Debit Card,FALSE,Afternoon,Cyber Monday,9,8,FALSE,TRUE,Low,High,Online Only,Online
30,Female,Low,Rural,10,794,Home Appliances,4,Online,TRUE,UPI,FALSE,Morning,New Year Sale,3,6,TRUE,FALSE,Medium,High,Online Only,Offline
31,Female,High,Urban,5,477,Beauty Products,8,Online,FALSE,Credit Card,TRUE,Afternoon,Summer Sale,12,7,TRUE,FALSE,Medium,Low,Offline Only,Online
30,Female,Low,Rural,13,660,Electronics,9,Online,FALSE,UPI,FALSE,Evening,New Year Sale,2,8,FALSE,FALSE,Low,High,Online Only,Online
37,Female,Medium,Urban,13,815,Electronics,4,Offline,TRUE,Digital Wallet,TRUE,Morning,Cyber Monday,3,5,TRUE,FALSE,Medium,Low,Online Only,Online
48,Female,Medium,Suburban,9,624,Fashion,8,Offline,TRUE,UPI,FALSE,Morning,Cyber Monday,9,5,TRUE,TRUE,High,Low,Online Only,Online
48,Male,Medium,Urban,6,127,Electronics,8,Offline,TRUE,UPI,FALSE,Afternoon,Cyber Monday,11,2,TRUE,TRUE,Low,Medium,Offline Only,Offline
37,Male,High,Rural,17,231,Home Appliances,5,Online,TRUE,Credit Card,FALSE,Afternoon,Regular,8,3,TRUE,TRUE,Medium,Low,Offline Only,Offline
29,Female,High,Rural,3,413,Electronics,6,Online,FALSE,Cash,TRUE,Afternoon,Black Friday,10,1,TRUE,TRUE,High,Medium,Online Only,Offline
52,Female,Low,Urban,14,507,Beauty Products,5,Offline,FALSE,Credit Card,FALSE,Morning,Regular,7,2,FALSE,TRUE,High,Low,Offline Only,Offline
26,Male,High,Urban,17,780,Electronics,4,Online,FALSE,Debit Card,TRUE,Morning,Holiday Weekend,14,1,TRUE,FALSE,High,Medium,Offline Only,Offline
32,Female,High,Rural,11,277,Beauty Products,8,Offline,TRUE,Digital Wallet,TRUE,Morning,Cyber Monday,7,3,FALSE,FALSE,High,Medium,Offline Only,Online
23,Female,Medium,Rural,12,284,Electronics,4,Online,TRUE,Digital Wallet,FALSE,Afternoon,Cyber Monday,14,3,FALSE,TRUE,Medium,Medium,Online Only,Offline
35,Male,High,Urban,15,691,Beauty Products,7,Online,FALSE,Digital Wallet,FALSE,Morning,Cyber Monday,13,8,TRUE,FALSE,Medium,Medium,Offline Only,Offline
19,Female,Low,Urban,18,882,Furniture,5,Online,FALSE,Digital Wallet,FALSE,Evening,Holiday Weekend,4,8,TRUE,TRUE,High,High,Online Only,Offline
22,Female,High,Urban,18,575,Furniture,4,Offline,FALSE,Digital Wallet,FALSE,Morning,Summer Sale,15,7,FALSE,FALSE,High,High,Online Only,Offline
20,Male,High,Rural,17,251,Fashion,4,Online,TRUE,UPI,TRUE,Morning,Holiday Weekend,7,7,FALSE,FALSE,Medium,Medium,Online Only,Online
19,Female,High,Urban,5,408,Groceries,5,Offline,TRUE,Credit Card,TRUE,Evening,New Year Sale,5,7,FALSE,TRUE,High,High,Offline Only,Online
36,Male,Low,Urban,18,487,Beauty Products,3,Offline,TRUE,Credit Card,TRUE,Afternoon,New Year Sale,6,5,FALSE,TRUE,Medium,High,Offline Only,Offline
43,Male,Medium,Suburban,5,326,Beauty Products,7,Online,FALSE,UPI,TRUE,Afternoon,Regular,3,8,FALSE,FALSE,High,Low,Offline Only,Offline
47,Female,Low,Urban,18,256,Fashion,9,Online,TRUE,Digital Wallet,TRUE,Evening,Regular,9,2,FALSE,TRUE,High,High,Online Only,Offline
18,Female,Medium,Urban,19,470,Groceries,6,Offline,TRUE,Credit Card,TRUE,Evening,Holiday Weekend,5,6,TRUE,TRUE,Low,Medium,Offline Only,Offline
23,Male,Low,Rural,12,901,Fashion,7,Offline,TRUE,Debit Card,FALSE,Afternoon,Cyber Monday,1,2,TRUE,TRUE,High,Medium,Offline Only,Online
32,Female,Medium,Suburban,3,533,Groceries,7,Online,TRUE,UPI,TRUE,Afternoon,Holiday Weekend,2,1,FALSE,FALSE,Low,Medium,Online Only,Offline
42,Male,Medium,Rural,19,243,Furniture,1,Online,FALSE,UPI,TRUE,Afternoon,New Year Sale,7,2,FALSE,FALSE,Low,Medium,Online Only,Offline
51,Male,High,Urban,18,282,Fashion,7,Offline,TRUE,Cash,FALSE,Afternoon,Holiday Weekend,2,8,TRUE,TRUE,Low,Medium,Online Only,Offline
22,Male,Medium,Rural,6,319,Electronics,3,Online,TRUE,UPI,TRUE,Morning,Black Friday,7,3,FALSE,TRUE,Medium,Low,Offline Only,Online
29,Female,High,Urban,10,819,Home Appliances,2,Online,FALSE,Credit Card,FALSE,Afternoon,Cyber Monday,4,4,FALSE,TRUE,High,Low,Offline Only,Online
43,Male,Low,Rural,20,408,Beauty Products,7,Online,FALSE,Cash,TRUE,Morning,New Year Sale,8,2,TRUE,TRUE,Medium,Medium,Online Only,Online
42,Male,Low,Rural,20,505,Electronics,1,Online,FALSE,UPI,FALSE,Morning,New Year Sale,4,2,TRUE,TRUE,High,Medium,Online Only,Online
35,Female,Low,Urban,6,152,Fashion,2,Offline,TRUE,Credit Card,TRUE,Afternoon,Black Friday,8,6,FALSE,TRUE,Medium,Medium,Online Only,Online
26,Female,Low,Rural,14,398,Fashion,5,Online,FALSE,Debit Card,FALSE,Morning,Summer Sale,4,4,FALSE,TRUE,Low,Low,Online Only,Online
47,Male,High,Urban,13,320,Electronics,7,Online,TRUE,UPI,TRUE,Evening,Holiday Weekend,14,5,TRUE,TRUE,Medium,High,Offline Only,Online
28,Male,High,Rural,14,870,Beauty Products,5,Offline,FALSE,Credit Card,TRUE,Afternoon,Regular,3,4,TRUE,FALSE,Low,High,Offline Only,Online
45,Female,Low,Suburban,18,106,Home Appliances,3,Online,TRUE,Credit Card,FALSE,Morning,New Year Sale,11,5,TRUE,FALSE,Medium,Low,Offline Only,Offline
33,Male,High,Rural,8,472,Fashion,8,Online,FALSE,UPI,FALSE,Morning,Cyber Monday,8,2,TRUE,TRUE,Low,Low,Online Only,Online
44,Male,Medium,Suburban,18,568,Beauty Products,8,Offline,FALSE,Cash,FALSE,Afternoon,Cyber Monday,8,5,TRUE,FALSE,High,High,Offline Only,Offline
49,Male,High,Urban,11,704,Home Appliances,7,Online,FALSE,Cash,TRUE,Afternoon,New Year Sale,2,7,TRUE,FALSE,High,Medium,Online Only,Offline
40,Female,Low,Rural,15,653,Furniture,2,Online,TRUE,Credit Card,TRUE,Afternoon,Summer Sale,4,3,TRUE,TRUE,Low,Medium,Online Only,Offline
20,Male,High,Suburban,18,798,Beauty Products,4,Offline,TRUE,Credit Card,TRUE,Evening,Black Friday,3,3,TRUE,TRUE,High,Low,Online Only,Online
49,Male,Medium,Rural,20,781,Beauty Products,9,Offline,FALSE,Debit Card,TRUE,Afternoon,New Year Sale,13,3,FALSE,TRUE,Medium,High,Online Only,Offline
24,Male,Low,Suburban,3,460,Electronics,9,Offline,FALSE,Debit Card,TRUE,Morning,New Year Sale,8,1,FALSE,FALSE,Medium,Low,Online Only,Offline
24,Male,Low,Suburban,18,929,Groceries,10,Online,TRUE,Debit Card,TRUE,Morning,New Year Sale,5,7,FALSE,FALSE,Medium,Medium,Offline Only,Offline
43,Male,High,Rural,10,137,Home Appliances,9,Offline,FALSE,Cash,FALSE,Evening,Black Friday,9,5,FALSE,FALSE,Medium,Low,Online Only,Online
21,Male,Medium,Rural,14,328,Electronics,6,Online,FALSE,Credit Card,FALSE,Evening,Summer Sale,14,8,TRUE,TRUE,Low,High,Online Only,Offline
24,Female,Medium,Rural,19,802,Groceries,1,Online,TRUE,Credit Card,TRUE,Afternoon,Summer Sale,3,4,FALSE,FALSE,Low,Medium,Offline Only,Online
49,Male,Medium,Rural,14,970,Furniture,7,Online,FALSE,UPI,TRUE,Morning,New Year Sale,5,1,TRUE,FALSE,High,Low,Online Only,Online
47,Male,Low,Suburban,20,319,Groceries,5,Offline,FALSE,Credit Card,FALSE,Morning,Holiday Weekend,14,3,TRUE,FALSE,Medium,Medium,Online Only,Offline
23,Male,Medium,Urban,5,183,Fashion,4,Offline,TRUE,Debit Card,TRUE,Morning,Cyber Monday,7,8,TRUE,TRUE,Medium,Medium,Online Only,Online
35,Male,Medium,Suburban,17,889,Home Appliances,8,Online,TRUE,Cash,TRUE,Morning,Black Friday,11,1,TRUE,FALSE,Medium,Medium,Offline Only,Online
42,Male,Medium,Urban,6,503,Home Appliances,2,Online,FALSE,Debit Card,FALSE,Evening,Cyber Monday,7,1,FALSE,FALSE,Low,Medium,Online Only,Offline
28,Female,High,Urban,9,264,Beauty Products,8,Offline,TRUE,Cash,FALSE,Evening,Black Friday,10,8,TRUE,TRUE,High,High,Online Only,Online
49,Female,Low,Urban,6,666,Furniture,7,Offline,TRUE,UPI,TRUE,Morning,Black Friday,7,1,FALSE,TRUE,High,Low,Offline Only,Online
25,Male,High,Rural,9,477,Fashion,6,Online,TRUE,UPI,FALSE,Evening,Holiday Weekend,3,2,FALSE,FALSE,High,High,Offline Only,Online
52,Male,High,Urban,16,243,Furniture,10,Online,FALSE,Digital Wallet,FALSE,Evening,Black Friday,7,5,FALSE,FALSE,High,Low,Offline Only,Online
47,Male,Medium,Suburban,10,881,Beauty Products,5,Offline,TRUE,UPI,FALSE,Morning,Summer Sale,14,4,FALSE,TRUE,Medium,Medium,Online Only,Offline
30,Male,Medium,Rural,8,763,Home Appliances,9,Online,TRUE,Digital Wallet,TRUE,Afternoon,Cyber Monday,6,5,FALSE,FALSE,High,High,Offline Only,Online
24,Female,Low,Urban,3,663,Beauty Products,3,Online,FALSE,Credit Card,FALSE,Morning,New Year Sale,10,3,FALSE,FALSE,Low,Medium,Online Only,Offline
28,Male,Medium,Urban,3,918,Home Appliances,6,Offline,TRUE,Debit Card,FALSE,Afternoon,Regular,8,4,FALSE,TRUE,High,Medium,Online Only,Offline
44,Female,Low,Urban,7,942,Home Appliances,1,Offline,TRUE,Cash,TRUE,Morning,Black Friday,1,4,TRUE,FALSE,Low,High,Online Only,Online
19,Male,Medium,Urban,14,340,Beauty Products,5,Online,TRUE,Cash,TRUE,Afternoon,Black Friday,6,7,FALSE,TRUE,High,High,Offline Only,Offline
50,Female,Medium,Suburban,5,673,Furniture,5,Offline,FALSE,Debit Card,FALSE,Afternoon,Summer Sale,13,6,TRUE,TRUE,Medium,Low,Online Only,Online
31,Male,Medium,Rural,16,498,Fashion,8,Offline,FALSE,Credit Card,FALSE,Morning,Summer Sale,5,7,FALSE,TRUE,Medium,Medium,Offline Only,Offline
49,Male,Medium,Suburban,14,265,Electronics,2,Online,FALSE,Cash,TRUE,Morning,Black Friday,2,5,TRUE,FALSE,High,Low,Online Only,Online
24,Female,High,Rural,19,153,Furniture,5,Offline,TRUE,Credit Card,FALSE,Evening,Summer Sale,12,7,FALSE,TRUE,Low,High,Offline Only,Offline
40,Male,Low,Rural,3,556,Furniture,7,Offline,TRUE,Digital Wallet,FALSE,Morning,New Year Sale,1,7,TRUE,TRUE,High,Medium,Offline Only,Online
35,Male,Medium,Suburban,16,618,Home Appliances,7,Offline,TRUE,Digital Wallet,FALSE,Afternoon,Black Friday,15,5,TRUE,FALSE,Medium,Low,Offline Only,Online
31,Female,Low,Urban,20,991,Beauty Products,5,Online,TRUE,UPI,TRUE,Morning,Holiday Weekend,15,4,FALSE,TRUE,Medium,High,Offline Only,Online
41,Male,Low,Suburban,19,847,Home Appliances,3,Offline,TRUE,Debit Card,TRUE,Afternoon,New Year Sale,5,6,FALSE,FALSE,Medium,Low,Offline Only,Offline
44,Female,High,Suburban,14,944,Electronics,4,Online,FALSE,UPI,FALSE,Afternoon,New Year Sale,3,5,FALSE,FALSE,Medium,Medium,Offline Only,Online
21,Female,Low,Rural,20,827,Groceries,2,Offline,FALSE,Cash,TRUE,Evening,Black Friday,4,3,FALSE,FALSE,High,Medium,Online Only,Offline
28,Female,Low,Rural,18,553,Groceries,8,Offline,TRUE,Digital Wallet,FALSE,Afternoon,Regular,6,4,TRUE,FALSE,Medium,Medium,Offline Only,Offline
26,Male,Low,Rural,4,548,Electronics,10,Offline,TRUE,Debit Card,FALSE,Evening,Regular,14,6,FALSE,FALSE,Low,Low,Online Only,Offline
24,Male,Low,Rural,4,201,Fashion,1,Online,TRUE,Cash,FALSE,Afternoon,New Year Sale,5,8,FALSE,FALSE,High,Medium,Online Only,Online
50,Male,High,Suburban,4,943,Fashion,4,Offline,TRUE,Debit Card,TRUE,Morning,Holiday Weekend,15,2,TRUE,TRUE,Medium,Low,Online Only,Offline
48,Male,Low,Urban,12,644,Beauty Products,3,Online,TRUE,Digital Wallet,FALSE,Evening,Holiday Weekend,5,6,TRUE,FALSE,High,High,Online Only,Offline
39,Female,Low,Rural,11,597,Beauty Products,4,Online,FALSE,Cash,FALSE,Afternoon,Summer Sale,13,2,FALSE,TRUE,Low,High,Offline Only,Online
19,Female,High,Urban,20,972,Home Appliances,3,Offline,TRUE,Cash,FALSE,Evening,Black Friday,8,1,TRUE,TRUE,Medium,High,Offline Only,Offline
44,Male,Low,Urban,18,851,Furniture,4,Online,FALSE,Digital Wallet,TRUE,Evening,New Year Sale,4,2,FALSE,TRUE,Low,Low,Offline Only,Offline
43,Male,High,Suburban,4,868,Home Appliances,10,Online,TRUE,Cash,FALSE,Morning,Regular,9,8,FALSE,TRUE,High,Low,Offline Only,Offline
25,Female,Medium,Urban,20,363,Fashion,9,Online,TRUE,Cash,TRUE,Afternoon,Summer Sale,7,2,TRUE,FALSE,Low,High,Online Only,Online
44,Male,Low,Rural,19,116,Beauty Products,10,Online,TRUE,Digital Wallet,FALSE,Afternoon,Cyber Monday,13,8,TRUE,TRUE,High,High,Offline Only,Online
22,Female,Medium,Urban,8,665,Electronics,3,Online,FALSE,Cash,TRUE,Afternoon,Black Friday,8,6,TRUE,TRUE,Low,High,Online Only,Offline
18,Female,Low,Suburban,6,562,Beauty Products,8,Online,TRUE,Digital Wallet,TRUE,Morning,Black Friday,8,5,TRUE,FALSE,Low,Medium,Online Only,Online
34,Male,Medium,Rural,16,669,Fashion,5,Offline,TRUE,Cash,FALSE,Afternoon,Cyber Monday,8,1,FALSE,FALSE,Medium,Low,Online Only,Online
41,Female,Medium,Rural,3,318,Home Appliances,1,Offline,FALSE,UPI,FALSE,Evening,Cyber Monday,4,1,TRUE,FALSE,Medium,Low,Offline Only,Offline
27,Female,High,Urban,10,281,Fashion,7,Offline,FALSE,Credit Card,TRUE,Morning,Regular,8,7,TRUE,TRUE,Medium,Medium,Offline Only,Offline
19,Male,High,Rural,20,310,Groceries,9,Online,TRUE,Digital Wallet,FALSE,Morning,New Year Sale,12,4,FALSE,TRUE,High,High,Offline Only,Offline
27,Male,Medium,Urban,14,713,Home Appliances,3,Offline,TRUE,UPI,FALSE,Morning,New Year Sale,10,6,TRUE,TRUE,Low,High,Offline Only,Offline
26,Female,Medium,Rural,20,599,Furniture,1,Online,FALSE,Cash,FALSE,Morning,Regular,3,3,FALSE,TRUE,Medium,Low,Online Only,Online
43,Female,Medium,Suburban,20,741,Electronics,5,Offline,TRUE,Digital Wallet,TRUE,Afternoon,Cyber Monday,9,7,FALSE,FALSE,Low,Medium,Online Only,Offline
23,Male,Low,Rural,19,824,Home Appliances,9,Offline,TRUE,Debit Card,FALSE,Morning,New Year Sale,7,3,TRUE,TRUE,Low,High,Online Only,Online
19,Female,Low,Rural,11,765,Furniture,2,Offline,FALSE,UPI,FALSE,Morning,New Year Sale,15,8,TRUE,TRUE,Low,Medium,Offline Only,Online
33,Female,Medium,Suburban,16,390,Fashion,8,Offline,FALSE,Credit Card,FALSE,Evening,Regular,11,5,FALSE,FALSE,Medium,High,Offline Only,Online
31,Male,High,Rural,3,921,Home Appliances,4,Offline,FALSE,Cash,TRUE,Morning,Holiday Weekend,4,4,TRUE,TRUE,Medium,High,Offline Only,Offline
